Compound,G_sol,DeltaG_sol,sol_dip,Lsolu_Hsolv,Lsolv_Hsolu,O_charges,C_charges,Most_neg,Most_pos,Het_charges,volume,MW,SASA,LogS
KVFJBIQWENJTDM-UHFFFAOYSA-N,-49.76401602,-0.0035257170000000003,1.716,4.5531,12.1893,0.0,-0.51009835,-0.07165924,0.05701679,0.0,304.128,254.3306,468.8218688999999,-7.850011
KVZJLSYJROEPSQ-UHFFFAOYSA-N,-25.12499775,-0.0006557819999999999,0.115,13.8375,13.4122,0.0,-0.43822649,-0.11159821,0.03929403,0.0,166.28900000000002,112.2144,313.04684449999996,-4.28474
KWGRBVOPPLSCSI-WPRPVWTQSA-N,-35.84350404,-0.008050238000000001,1.886,5.6831,12.1302,0.0,-1.05464421,-0.49326609,0.34119305,0.00770472,216.291,165.2346,374.9756165,-0.385209
KXYFWLVSYHRZJL-UHFFFAOYSA-N,-63.99262368,-0.018770029,5.155,4.0921,13.0813,0.41344725,-2.03197496,-0.52791092,0.36160896,0.67889442,380.899,291.3894,573.6387329,-3.5610000000000004
KZJRKRQSDZGHEC-UHFFFAOYSA-N,-37.8450846,-0.005686694,7.322,2.7661,14.2461,0.21651597,-0.85762479,-0.36351463,0.47664939,0.48309002,178.11,174.1221,325.0786438,-1.155
KZNICNPSHKQLFF-UHFFFAOYSA-N,-22.1527939,-0.01220161,3.069,4.3772,13.9184,0.30221327,-1.20363362,-0.45656036,0.30221327,0.60442651,110.902,99.089,252.22848509999997,0.3
KZOFCELNVLSKGC-UHFFFAOYSA-N,-77.15742749,-0.035926589,9.517000000000001,4.8901,12.1214,0.51507993,-2.12764081,-0.54861734,0.28290068,0.20913931,422.06800000000004,357.4084,679.2984008999999,-2.6860000000000004
KZTYYGOKRVBIMI-UHFFFAOYSA-N,-41.9934765,-0.021519008,8.554,4.4932,13.6669,0.33323101,-1.02552812,-0.63647526,0.96970626,0.33323101,243.65099999999998,218.2698,409.48773189999997,-3.6437800000000005
LAIUFBWHERIJIH-UHFFFAOYSA-N,-26.11662201,-0.000956281,0.062,13.6389,13.540999999999999,0.0,-0.48469813,-0.11126793,0.03840216,0.0,185.03599999999997,114.2302,353.259552,-5.16
LCCNCVORNKJIRZ-UHFFFAOYSA-N,-57.437980700000004,-0.015798159,8.699,2.6672,12.8921,0.39103624,-0.99099049,-0.51677568,0.57701608,-0.11357112,314.693,291.2581,505.19482419999997,-4.28517
LDCFNNYCIXKMNJ-UHFFFAOYSA-N,-65.84546386,-0.031802175,5.867999999999999,4.0938,13.0292,0.63795754,-2.84129593,-0.52774155,0.36166224,0.90062102,362.704,295.3346,546.5578613,-1.178
LEBVLXFERQHONN-UHFFFAOYSA-N,-62.41555939,-0.010471493,5.44,5.6239,11.9818,0.0,-1.50580623,-0.49602244,0.27550874,0.30388301,382.09,288.432,561.5986328,-3.2241
LESVOLZBIFDZGS-UHFFFAOYSA-N,-54.45059309,-0.019623335,4.218,5.2481,12.3691,0.31020332,-1.03785917,-0.52954972,0.54782976,-0.39525469,327.29900000000004,287.3283,527.0456543,1.14
LFKDJXLFVYVEFG-UHFFFAOYSA-N,-27.29776869,-0.014652657,3.8689999999999998,6.4254,13.5888,0.41825818,-0.99017006,-0.56494223,0.41825818,0.29310418,150.401,117.1474,303.9588623,0.1
LFQSCWFLJHTTHZ-UHFFFAOYSA-N,-11.34715749,-0.007671641999999999,1.9269999999999998,12.583,13.5844,0.0,-0.43980248,-0.52672812,0.35887326,0.0,68.6461,46.0688,198.7638855,1.1
LFVLUOAHQIVABZ-UHFFFAOYSA-N,-52.12333884,-0.01220974,6.178999999999999,4.0123,13.0379,-0.35368451,-0.8418855,-0.50921046,0.5211300999999999,0.08591223,321.36400000000003,412.9937,484.1624146000001,-6.62
LGDSHSYDSCRFAB-UHFFFAOYSA-N,-11.94761674,-0.00361679,5.401,4.0116,13.3439,0.0,-0.41594584,-0.32613939,0.15878767,0.15878767,91.1289,73.1124,222.74932859999998,-1.0
LHRCREOYAASXPZ-UHFFFAOYSA-N,-54.02943404,-0.003665341,0.0,4.4616,12.4972,0.0,-0.46972698,-0.04585154,0.037548000000000005,0.0,330.20300000000003,278.3526,498.8189392,-8.659953
LHXDLQBQYFFVNW-UHFFFAOYSA-N,-33.46854618,-0.005293616,4.088,4.8582,12.9325,0.0,-0.68726068,-0.43179090000000003,0.24352922,0.0,208.72299999999998,152.2358,345.7841492,-1.85
LINPVWIEWJTEEJ-UHFFFAOYSA-N,-54.33511884,-0.014971996000000001,5.922999999999999,4.4552,13.1598,0.0056086999999999994,-1.05185002,-0.47889876,0.36312237,0.0056086999999999994,299.603,274.7031,471.48831179999996,-4.18
LJCFRMUKLSCNKV-UHFFFAOYSA-N,-65.8213514,-0.02157506,3.7460000000000004,4.093,13.3428,0.55646152,-2.15402273,-0.52177655,0.35985955,0.8225689,361.60900000000004,295.3346,570.2907104,-1.5730000000000002
LJOZMWRYMKECFF-UHFFFAOYSA-N,-43.59024835,-0.011631273000000001,8.027999999999999,4.1993,12.4041,0.28251103,-0.51980329,-0.45819713,0.28251103,-0.1756861,268.72,323.1326,454.10543820000004,-4.21
LKJPSUCKSLORMF-UHFFFAOYSA-N,-43.26380179,-0.01367021,7.456,5.3509,12.9108,0.30844553,-0.79804165,-0.54311354,0.31766408,-0.15406721,238.601,214.6511,419.4556274,-2.57
LKPLKUMXSAEKID-UHFFFAOYSA-N,-46.54616984,-0.004439316,3.6060000000000003,2.4619,14.1621,0.26062146,-0.56121464,-0.37367596,0.63429692,0.62398964,250.252,295.3365,379.5791016,-5.82
LMHCYRULPLGEEZ-UHFFFAOYSA-N,-26.29912549,-0.00423281,4.513999999999999,5.4474,13.5991,0.0,-0.49946734,-0.19674912,0.06299571,0.0,204.295,226.1,386.1509705,-4.81
LMINNBXUMGNKMM-UHFFFAOYSA-N,-52.89350771,-0.013877723,4.215,5.233,11.6566,0.37544055,-1.53231596,-0.48291932,0.41782986,0.46334812,305.059,271.3332,474.8783569,-3.94
LMTGCJANOQOGPI-UHFFFAOYSA-N,-31.74090534,-0.010822527,5.752999999999999,5.4458,12.5477,0.0,-0.82084222,-0.54085806,0.27380703,0.27380703,184.18900000000002,149.192,350.3041687,-0.95
LMYRWZFENFIFIT-UHFFFAOYSA-N,-33.76555859,-0.02450834,7.306,4.9883,13.6023,0.48240621,-0.79537207,-0.67056956,1.14854205,-0.18816335,188.079,171.2136,352.64031980000004,-1.74
LNVGTRNKWNAINT-UHFFFAOYSA-N,-52.44405523,-0.046539308,9.746,3.8726,13.9903,1.04055265,-1.62468021,-0.66841066,1.20159223,0.11971917,263.862,283.3318,425.57388310000005,-1.276
LOAUVZALPPNFOQ-UHFFFAOYSA-N,-35.94237912,-0.016202288999999998,3.742,3.5488,12.7062,0.3604872,-1.17952408,-0.49411502,0.42497642,0.42512581,193.128,173.1708,350.6038208,-1.088
LPAGFVYQRIESJQ-UHFFFAOYSA-N,-24.52502025,-0.0038438229999999997,2.978,6.129,11.6953,0.0,-0.4454898,-0.19385984,0.1815611,0.0,151.234,119.1658,302.4699707,-1.04
LQLIEICEYDIWLO-UHFFFAOYSA-N,-57.7101683,-0.017148582,3.7939999999999996,5.6907,13.2244,0.13816338,-1.37504215,-0.52188308,0.39692883,0.0970405,330.61199999999997,263.3358,515.0195313,-2.12
LQZZUXJYWNFBMV-UHFFFAOYSA-N,-42.73121482,-0.009167519,1.902,12.2276,13.4392,0.0,-1.07000452,-0.52581252,0.36211104,0.0,284.689,186.3368,514.579834,-4.67
LRQUYRADZABVMX-UHFFFAOYSA-N,-58.8346392,-0.043715014,10.552,3.7429,13.8411,1.08029695,-1.65971488,-0.65705487,1.19558365,0.22632660000000002,312.2,319.3648,490.9535522,-2.719
LRUUNMYPIBZBQH-UHFFFAOYSA-N,-49.42993329,-0.012979494,1.436,4.3677,13.4629,0.28878212,-0.60033799,-0.45220163,0.40982555,0.00175097,252.077,261.064,419.31555180000004,-2.82
LSPHULWDVZXLIL-UHFFFAOYSA-N,-45.70567691,-0.024819162000000002,5.029,5.1441,13.763,0.24563859,-1.76336581,-0.49376031,0.41375708,0.24563859,240.037,200.234,368.2471619,-1.42
LSXKDWGTSHCFPP-UHFFFAOYSA-N,-26.57022523,-0.003409857,4.434,5.7947,13.6537,0.0,-0.53124421,-0.24590658,0.07079867,0.0,194.394,179.0995,374.1331787,-4.43
LTEQMZWBSYACLV-UHFFFAOYSA-N,-34.64883784,-0.00198139,0.625,5.8691,13.0945,0.0,-0.56193462,-0.11126068,0.04050584,0.0,236.878,162.2742,431.43356320000004,-5.21
LUALIOATIOESLM-UHFFFAOYSA-N,-72.44543023,-0.01853654,7.6,4.3329,11.9605,0.0,-1.39223375,-0.51994652,0.35394334,0.15950267,434.654,365.4922,610.4122925,-3.98
LUKBXSAWLPMMSZ-OWOJBTEDSA-N,-48.11632448,-0.021711402999999997,0.8370000000000001,4.5568,12.5159,0.28782911,-1.70460282,-0.4580236,0.37368071,0.28782911,266.13,228.247,455.60046389999997,-4.34008
LVHBHZANLOWSRM-UHFFFAOYSA-N,-29.97533079,-0.025582692999999997,5.0089999999999995,4.0279,14.1111,0.25665373,-1.09886748,-0.49263041,0.42147667,0.25665373,147.97299999999998,130.1,289.5830994,-0.224117
LWLJUMBEZJHXHV-UHFFFAOYSA-N,-66.87011618,-0.002220141,0.698,3.0097,13.7348,0.0,-0.03124231,-0.09871583,0.09242859,0.0987155,388.41900000000004,474.64,491.0958557,-7.279998
LWULXYSYLOIDQY-UHFFFAOYSA-N,-65.86766003,-0.019065057,7.735,2.4696,14.2162,1.29368914,-1.99169652,-0.46525957,0.58541972,0.85554293,336.54400000000004,296.2792,488.0612183,-4.47
LXMSZDCAJNLERA-ZHYRCANASA-N,-86.88426785,-0.021724411000000002,1.4709999999999999,4.2152,13.0893,1.00312886,-2.62800596,-0.48531439,0.36885329,1.00312886,491.582,416.5744,621.0525512999999,-1.77
LYCAIKOWRPUZTN-UHFFFAOYSA-N,-15.40614548,-0.015543864,1.749,12.0494,13.6678,0.07618144,-0.44271555,-0.51889703,0.36786255,0.07618144,79.7311,62.0682,212.98973080000002,0.08
LYGJENNIWJXYER-UHFFFAOYSA-N,-14.61136324,-0.010173155,5.132999999999999,3.2249,14.9065,0.60992561,-0.44275535,-0.44278848,0.60992561,0.16713713,68.8081,61.0402,194.7361908,0.26
MAEIEVLCKWDQJH-UHFFFAOYSA-N,-75.77822529,-0.03893403,10.290999999999999,3.8467,12.6308,0.49757441,-1.87398427,-0.67690904,1.18242429,-0.08418617,403.87800000000004,364.4154,616.4642334,-4.118
MAZCFXDIYXGRAD-UHFFFAOYSA-N,-52.43712987,-0.042762295,8.548,3.8212,13.9408,1.06966184,-1.72739923,-0.66065032,1.19053583,0.21444958,264.732,283.3318,430.73800660000006,-1.65
MBAIEZXRGAOPKH-UHFFFAOYSA-N,-42.23928783,-0.002372555,0.002,5.1544,12.2496,0.0,-0.51553324,-0.0649552,0.0472725,0.0,257.26599999999996,208.3024,417.28182979999997,-5.96
MBDMKWJEKDHRRP-UHFFFAOYSA-N,-83.47544057,-0.034812524,10.195,3.6371,13.4722,0.90008596,-2.10336091,-0.65194069,1.1714684,0.63823256,422.89300000000003,414.8197,591.0168457000001,-4.58
MBDUIEKYVPVZJH-UHFFFAOYSA-N,-24.93940252,-0.021327733999999997,6.6579999999999995,8.3975,13.6817,0.35141833,-1.05501218,-0.64727256,0.99869089,0.35141833,147.484,122.1818,298.9619751,0.04
MBRLOUHOWLUMFF-UHFFFAOYSA-N,-52.26081967,-0.013309338,9.465,3.8765,12.6876,0.48385142,-1.38544611,-0.51492472,0.34893431,0.48385142,298.605,244.2896,480.2110596,-4.31
MCOQHIWZJUDQIC-UHFFFAOYSA-N,-48.15764654,-0.016218057,4.433,5.1578,13.2891,0.49340458,-1.03060587,-0.5152746,0.41161257,0.08165016,272.714,258.1036,482.61309810000006,-4.37
MCSAJNNLRCFZED-UHFFFAOYSA-N,-17.75033204,-0.009002437,5.261,3.1679,14.6914,0.58857737,-0.53041998,-0.45349427,0.58857737,0.16861183,89.6292,75.067,225.0167236,-0.22
MCWXGJITAZMZEV-UHFFFAOYSA-N,-40.94943135,-0.017723975,11.39,5.0788,12.9393,0.23265032,-0.86734053,-0.51773001,0.38112187,-0.38977492,250.535,229.2485,418.383606,-0.74
METKIMKYRPQLGS-UHFFFAOYSA-N,-58.97150504,-0.020330792,3.556,5.752000000000001,12.0301,0.2441024,-2.30184677,-0.53330899,0.35742201,0.53902734,336.833,266.3394,559.5146484,0.04
MFOUDYKPLGXPGO-UHFFFAOYSA-N,-42.06965095,-0.014244155,7.667000000000001,5.4772,13.3048,0.27474499999999996,-0.61032417,-0.5210288,0.27474499999999996,-0.24628379999999997,257.841,211.6907,415.09021,-2.48
MGWAVDBGNNKXQV-UHFFFAOYSA-N,-61.50054457,-0.016719502,5.143,3.7317,13.7549,0.23556355,-1.46215799,-0.49852963,0.37543658,0.23556355,355.246,278.3474,528.6466675,-4.6841800000000005
MHWLWQUZZRMNGJ-UHFFFAOYSA-N,-49.75470066,-0.027646556,8.82,3.9085,12.8294,0.58381367,-2.04493061,-0.51935066,0.41379451,0.75678829,262.407,232.2384,430.7677612,-3.5521199999999995
MLKXDPUZXIRXEP-RQZCQDPDSA-N,-71.41410881,-0.028965732999999997,7.0089999999999995,3.8145,12.6693,0.31110882,-1.98600853,-0.63699736,0.42070038,0.47318823,404.481,356.4109,595.541626,-2.3777
MLUCVPSAIODCQM-UHFFFAOYSA-N,-15.582078899999999,-0.006221065,5.961,3.8456,13.5082,0.0,-0.29247397,-0.43649974,0.21360776,0.0,99.7327,70.0908,242.0624695,0.32
MOCKWYUCPREFCZ-UHFFFAOYSA-N,-32.28829316,-0.017698069,6.8629999999999995,5.8285,12.1075,0.0,-0.84452866,-0.57250093,0.32476643,-0.14509881,174.043,151.1676,343.32781980000004,-2.33
MORLYCDUFHDZKO-UHFFFAOYSA-N,-43.63532013,-0.028486651,6.428999999999999,5.0493,13.6259,-0.34603766,-1.11858887,-0.48230604,0.42332354,-0.34603766,239.895,214.1573,392.6046753,-3.0780000000000003
MOYKHGMNXAOIAT-UHFFFAOYSA-N,-54.97813641,-0.010365727,1.985,2.6733,14.1507,1.49751968,-1.15177334,-0.40867898,0.7853408000000001,0.83261567,229.80599999999998,236.1378,388.528595,-2.63
MPHPHYZQRGLTBO-UHFFFAOYSA-N,-65.06256164,-0.017139882,4.556,4.4296,9.8694,0.28426789,-1.26184679,-0.48406653,0.28659347,-0.24940794,355.392,302.3754,540.2636719,-3.54
MQIUGAXCHLFZKX-UHFFFAOYSA-N,-86.60122828,-0.018096433999999998,5.086,3.7373,13.6929,0.23653289999999996,-1.94009887,-0.49721163,0.37507297,0.23653289999999996,523.99,390.5618,836.0983887,-5.11
MQJKPEGWNLWLTK-UHFFFAOYSA-N,-48.8618321,-0.037533143,12.482999999999999,5.1939,12.4547,0.28733121,-1.77711895,-0.65560104,0.94293223,0.47820743,276.027,248.299,450.86425779999996,-2.92725
MSMHOCZOEWMZOH-UHFFFAOYSA-N,-63.61276352,-0.03774681,3.4730000000000003,4.1255,13.3201,0.61607587,-2.97580759,-0.50947388,0.37881432,0.90145977,324.003,283.2804,494.16864010000006,-1.268
MSXVEPNJUHWQHW-UHFFFAOYSA-N,-20.77048506,-0.006198047,2.0069999999999997,12.4523,13.3424,0.0,-0.67388256,-0.51516006,0.33550262,0.0,133.694,88.1492,275.27270510000005,0.08
MTBZIGHNGSTDJV-UHFFFAOYSA-N,-57.75019775,-0.018886067,8.509,2.5095,12.6714,0.91538951,-1.43267809,-0.4681554,0.44473607,0.32603730000000003,324.355,299.2807,512.6303711,-3.35
MTCPZNVSDFCBBE-UHFFFAOYSA-N,-50.94354753,-0.007169422,2.487,4.5864,13.6277,0.0,-0.88573841,-0.18526837,0.11180011,0.42771789,315.682,326.4365,453.71566770000004,-7.32
MUBZPKHOEPUJKR-UHFFFAOYSA-N,-21.56328509,-0.023546362999999997,0.006999999999999999,2.8507,14.5525,0.28070318,-0.80281217,-0.42533783,0.44979181,0.28070318,89.3494,90.0354,214.8625793,0.38
MUKSMBAVCDPKRC-UHFFFAOYSA-N,-53.35715056,-0.019844197,4.671,4.43,12.5556,0.12380445,-1.81836593,-0.52819027,0.26857361,0.67190956,288.02299999999997,255.2756,465.34008789999996,-3.04
MVPPADPHJFYWMZ-UHFFFAOYSA-N,-19.87656613,-0.002958983,2.509,5.4249,13.3938,0.0,-0.27115858,-0.23265368,0.1007098,0.0,128.422,112.5585,268.0572205,-2.39474
MVQVNTPHUGQQHK-UHFFFAOYSA-N,-23.30092234,-0.011133036,3.62,4.9773,12.4299,0.0,-0.68074163,-0.5218925999999999,0.36892426,0.05260546,135.23,109.1274,283.41250610000003,0.96
MWBPRDONLNQCFV-UHFFFAOYSA-N,-53.30349443,-0.00954908,5.715,4.5081,12.9972,0.30272996,-0.68216952,-0.49895322,0.30272996,-0.26343705,335.084,304.6615,499.98937989999996,-4.88
MWKFXSUHUHTGQN-UHFFFAOYSA-N,-36.45469973,-0.008824455,1.902,12.2282,13.5365,0.0,-0.94586533,-0.52581768,0.36211872,0.0,241.203,158.2832,452.0536499,-3.63
MWOOGOJBHIARFG-UHFFFAOYSA-N,-33.28760465,-0.012103608,7.104,3.7312,13.1771,0.25845867,-1.06523327,-0.43112311,0.3911303,0.25845867,175.93400000000003,152.1494,333.87539669999995,-1.15489
MWPLVEDNUUSJAV-UHFFFAOYSA-N,-34.91293176,-0.002317043,0.0,4.2312,12.3234,0.0,-0.31838474,-0.04752538,0.03630334,0.0,220.09,178.233,375.3824768,-6.436607
MWWATHDPGQKSAR-UHFFFAOYSA-N,-8.353266124,-0.001698941,0.955,8.2257,13.4721,0.0,-0.17311331,-0.14188415,0.07853695,0.0,68.8482,40.0646,192.77482609999998,-0.41
MXBNEEHQIDLPLQ-UHFFFAOYSA-N,-45.68318617,-0.01630257,5.132000000000001,4.6393,13.1934,0.27780853,-1.01918417,-0.54231496,0.27780853,0.05561831,245.205,216.239,403.1767273,-3.745
MXXWOMGUGJBKIW-UHFFFAOYSA-N,-60.95336001,-0.013033848999999998,5.749,3.9176,12.5526,0.33573542,-1.37855984,-0.56637799,0.26031253,0.29007858,338.389,285.342,557.9008789,-3.46
MZZBPDKVEFVLFF-UHFFFAOYSA-N,-47.86896184,-0.023483691,4.953,4.4415,12.9545,0.0,-1.51367103,-0.38912716,0.28187416,0.66195118,277.433,240.6949,471.2407837,-3.15
NAEAAGULDNVNCW-UHFFFAOYSA-N,-52.58539795,-0.019733333,6.447,6.2923,13.0873,0.22852583,-1.36782742,-0.56084941,0.39467179999999996,0.08186112,277.855,230.2632,479.05117800000005,-0.7290000000000001
NBBJYMSMWIIQGU-UHFFFAOYSA-N,-13.46901004,-0.003823796,3.877,4.3856,13.6046,0.0,-0.27208237,-0.4041147,0.2235729,0.0,84.0597,58.0798,218.4291077,0.58
NBFMTHWVRBOVPE-UHFFFAOYSA-N,-45.90937441,-0.005366428,0.0,4.7276,12.6213,0.24932444,-0.85304963,-0.24955559,0.12466247,0.34605524,252.12599999999998,253.0842,417.5188293,-7.830002
NBQCNZYJJMBDKY-UHFFFAOYSA-N,-44.33898095,-0.015507762,5.692,4.3354,12.9246,0.60557377,-0.17413168,-0.4896754,0.33053162,-0.37045928,238.141,216.6669,393.5438538,-2.48
NCYHCGGUQGDEQW-UHFFFAOYSA-N,-46.443699,-0.006558003000000001,4.454,4.1906,13.7668,0.23421699,-0.79612868,-0.27798159,0.11747165,0.42650577,261.376,275.9462,405.8174133,-5.2395
NDAUXUAQIAJITI-UHFFFAOYSA-N,-53.40969483,-0.021640476000000002,2.339,5.6966,11.9215,0.21600042,-2.0921114,-0.5157233,0.37617177,0.22331125,305.806,239.3138,489.19601439999997,-1.16115
NDDAHWYSQHTHNT-UHFFFAOYSA-N,-70.96558482,-0.036036148,10.157,3.7936,11.8939,0.80560182,-0.95356054,-0.66525393,1.18775116,-0.55631509,386.279,365.8337,582.8840942,-3.6397699999999995
NFACJZMKEDPNKN-UHFFFAOYSA-N,-45.115492200000006,-0.015242455,4.968999999999999,4.7118,14.2478,-0.02225133,-0.76904109,-0.49357118,0.45587036,0.18381948,237.047,257.4376,379.1217346,-0.33799999999999997
NFBOHOGPQUYFRF-UHFFFAOYSA-N,-37.78373212,-0.003467379,0.0,5.1307,12.3533,0.11553231,-0.5695597,-0.27992965,0.11553232,0.11553231,205.12400000000002,184.19400000000002,367.70465089999993,-5.324741
NGFMICBWJRZIBI-UHFFFAOYSA-N,-65.24620684,-0.03372913,3.7910000000000004,5.8003,12.917,-0.07102098,-1.97376441,-0.51291255,0.38020969,-0.07102098,318.502,286.281,483.4530029,-0.85
NHOWDZOIZKMVAI-UHFFFAOYSA-N,-61.33812467,-0.017136881,3.625,4.2326,12.5693,0.14668823,-1.50805765,-0.47964385,0.33941248,0.47146756,351.209,331.2006,512.3446045,-4.38
NHPPIJMARIVBGU-UHFFFAOYSA-N,-28.68991746,-0.004609257,4.547,4.3553,13.0549,0.0,-0.3227835,-0.18236343,0.05509704,0.0,198.14,254.0698,345.1220703,-4.55
NHTGQOXRZFUGJX-UHFFFAOYSA-N,-42.16281298,-0.00693433,3.299,2.8744,12.8248,0.0,-0.45863328,-0.19225832,0.09613973,0.35823334,238.833,267.9292,376.29141239999996,-5.43
NHTMVDHEPJAVLT-UHFFFAOYSA-N,-26.115940600000002,-0.000842842,0.044000000000000004,13.3569,13.3968,0.0,-0.5113029,-0.11507721,0.03680778,0.0,183.315,114.2302,332.1702881,-4.74
NIHNNTQXNPWCJQ-UHFFFAOYSA-N,-32.78732516,-0.002440378,1.0190000000000001,5.1159,12.7953,0.0,-0.36367034,-0.07878366,0.07204584,0.0,205.709,166.222,366.9496155,-4.9678830000000005
NIPDVSLAMPAWTP-UHFFFAOYSA-N,-36.92244584,-0.018801622,11.897,3.1638,12.4465,0.67294586,-1.14779614,-0.48016049999999993,0.53727837,0.27385254,183.924,168.1518,344.54452510000004,-3.165
NKDDWNXOKDWJAK-UHFFFAOYSA-N,-18.543097500000002,-0.0043769559999999996,0.28600000000000003,11.5295,13.9471,0.21712051,-0.69482594,-0.35921652,0.21712051,0.21712051,104.20100000000001,76.095,245.85676569999995,0.48
NKPDCGFEJUINIK-UHFFFAOYSA-N,-59.64850955,-0.04513145,12.25,4.2702,13.7783,1.11283432,-1.84070796,-0.64340637,1.19097314,0.37131831,297.342,303.3042,484.41693119999996,-2.403
NMWSKOLWZZWHPL-UHFFFAOYSA-N,-34.69423947,-0.003988704,2.718,4.9652,13.0975,0.0,-0.39941686,-0.23168755,0.09981076,0.0,219.915,188.6561,385.3089905,-4.88
NOOBQTYVTDBXTL-UHFFFAOYSA-N,-42.51086742,-0.031803292999999996,8.526,3.7316,13.5939,0.69268817,-1.2410723999999997,-0.66306727,1.18574078,0.09460808,222.43099999999998,230.25599999999997,389.1110535,-2.503
NOQGZXFMHARMLW-UHFFFAOYSA-N,-36.88458916,-0.020479735,3.694,5.2568,12.4294,0.64807347,-1.25618781,-0.49456795,0.42031911,0.02950118,196.62900000000002,160.1724,368.3148193,-0.2
NPPQSCRMBWNHMW-UHFFFAOYSA-N,-50.43034368,-0.030595044,7.669,6.3754,13.918,0.8992280999999999,-1.61879481,-0.55856422,0.4158933,0.21236308,271.60900000000004,218.2522,456.7039795,-1.73737
NPUKDXXFDDZOKR-UHFFFAOYSA-N,-51.92826774,-0.015069431000000001,7.813,4.3131,13.0249,0.35190535,-1.39201645,-0.50951957,0.35190535,0.42554357,299.934,244.2926,484.1565247,-4.74
NQDJXKOVJZTUJA-UHFFFAOYSA-N,-54.82603258,-0.01373362,4.032,4.2825,12.1759,0.0,-1.19098806,-0.5210831,0.27806309,0.6181205,306.422,266.3018,469.3535767,-3.19
NQRLPDFELNCFHW-UHFFFAOYSA-N,-39.07744358,-0.019814316000000002,11.645999999999999,2.9294,13.4678,0.84633373,-1.36001417,-0.47207324,0.55282649,0.48368718,197.753,180.1628,366.1656799,-2.69
NQRYJNQNLNOLGT-UHFFFAOYSA-N,-19.118854000000002,-0.0025048,1.3880000000000001,12.7106,11.8959,0.0,-0.47205353,-0.28988913,0.15299914,0.0,122.675,85.1486,264.54193119999996,1.07
NRGGMCIBEHEAIL-UHFFFAOYSA-N,-22.38147508,-0.0038859109999999997,2.057,5.1435,12.2998,0.0,-0.45940995,-0.26308752,0.09850072,0.09850072,144.366,107.1548,299.5603333,0.51
NRXQIUSYPAHGNM-UHFFFAOYSA-N,-31.053232899999998,-0.017456409,2.36,3.5642,13.9769,0.15354282,-0.83740068,-0.41127067,0.39004854,0.31486495,222.528,370.9158,364.48468019999996,-3.61
NSMWYRLQHIXVAP-UHFFFAOYSA-N,-25.67038314,-0.004216325,1.9040000000000001,12.152999999999999,11.845,0.0,-0.64300382,-0.28617889,0.14836002,-0.07669005,159.99200000000002,114.19,303.8217773,0.49
NTBYINQTYWZXLH-UHFFFAOYSA-N,-34.40054182,-0.00994604,4.877,2.6513,14.0048,0.15967063,-0.64225441,-0.43022203,0.58500414,0.28650749,183.267,192.0012,326.09927369999997,-3.2
NURQLCJSMXZBPC-UHFFFAOYSA-N,-22.39027621,-0.00530852,3.865,5.329,12.2291,0.0,-0.55402699,-0.27206139,0.06530914,0.0483913,144.649,107.1548,287.8059998,0.36
NVKAWKQGWWIWPM-UHFFFAOYSA-N,-63.77690187,-0.013180355,4.345,4.9237,12.9092,0.11436226,-1.59135899,-0.51034803,0.35211392,0.11436226,370.083,290.4448,500.96597289999994,-4.74
NXBNYUSXDBHELA-UHFFFAOYSA-N,-53.36515439,-0.01210473,7.906000000000001,3.7333,12.8103,0.31545647,-1.44481221,-0.5024304,0.37102665,0.31545647,300.44,254.2848,497.7084961,-5.699
NXFQHRVNIOXGAQ-YCRREMRBSA-N,-52.0418545,-0.025487702,11.138,2.0209,13.6428,1.31684475,-1.15475831,-0.45417252,0.5504518,0.3265288,241.49099999999999,238.1592,428.07788089999997,-3.3569999999999998
NXQDBZGWYSEGFL-UHFFFAOYSA-N,-66.10706301,-0.019393457,12.16,4.8796,12.9348,-0.1815763,-1.54442964,-0.52225601,0.38209733,0.10691819,399.254,367.8448,587.0915527000001,-4.43
NYHAZDHVIPVSDM-UHFFFAOYSA-N,-41.14170764,-0.02626649,2.189,4.4337,12.5669,-0.15824104,-0.90591767,-0.43482162,0.39608579,-0.49687316,229.69299999999998,184.2376,396.15695189999997,-2.39
NYQDCVLCJXRDSK-UHFFFAOYSA-N,-52.39270368,-0.010952574,6.172999999999999,3.9775,13.0226,-0.35361844,-0.85201705,-0.50862185,0.52096265,0.08798374,311.397,365.9932,473.42605589999994,-6.09
NZDAAPUTURAWII-UHFFFAOYSA-N,-48.217844,-0.022725462000000002,5.345,4.074,13.2675,0.70455518,-2.08505915,-0.48385473,0.35566537,1.00422669,253.30700000000002,221.2122,441.4270325,-2.401
NZNPHIKNHGRVLZ-UHFFFAOYSA-N,-51.4336847,-0.015491571,3.03,4.1078,13.377,0.40242242,-1.85207612,-0.49190765,0.35567142,0.68291387,292.43,235.2822,479.1242065,-2.866
OBKHYUIZSOIEPG-UHFFFAOYSA-N,-25.12811025,-0.000740408,0.07200000000000001,13.1012,13.6623,0.0,-0.47167853,-0.11259758,0.03757955,0.0,175.75799999999998,112.2144,321.49954219999995,-4.48
OBMLHUPNRURLOK-UHFFFAOYSA-N,-62.95284455,-0.008661805,2.6830000000000003,5.6876,12.3106,0.0,-1.42523774,-0.51041832,0.35222999,0.04367146,385.175,306.5054,506.5923157,-5.41
